"pathway","label","padj","enrichment score"
"REACTOME_SIGNALING_BY_CSF3_G_CSF","coculture","1.3942450711959e-08","-0.978021978021978"
"REACTOME_SIGNALING_BY_KIT_IN_DISEASE","coculture","1.3942450711959e-08","-0.978021978021978"
"REACTOME_SIGNALING_BY_NOTCH3","coculture","1.3942450711959e-08","-0.978021978021978"
"REACTOME_SIGNALING_BY_PDGF","coculture","1.3942450711959e-08","-0.978021978021978"
"REACTOME_SIGNALING_BY_PDGFRA_TRANSMEMBRANE_JUXTAMEMBRANE_AND_KINASE_DOMAIN_MUTANTS","coculture","1.3942450711959e-08","-0.978021978021978"
"REACTOME_SIGNALING_BY_PDGFR_IN_DISEASE","coculture","1.3942450711959e-08","-0.978021978021978"
"REACTOME_SIGNALING_BY_SCF_KIT","coculture","1.3942450711959e-08","-0.978021978021978"
"RIZ_ERYTHROID_DIFFERENTIATION","coculture","1.3942450711959e-08","-0.978021978021978"
"SAKAI_CHRONIC_HEPATITIS_VS_LIVER_CANCER_DN","coculture","1.3942450711959e-08","-0.978021978021978"
"SASSON_RESPONSE_TO_FORSKOLIN_DN","coculture","1.3942450711959e-08","-0.978021978021978"
"SASSON_RESPONSE_TO_GONADOTROPHINS_DN","coculture","1.3942450711959e-08","-0.978021978021978"
"SHIN_B_CELL_LYMPHOMA_CLUSTER_8","coculture","1.3942450711959e-08","-0.978021978021978"
"WP_BRAIN_DERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY","coculture","1.3942450711959e-08","-0.978021978021978"
"WP_ENDOCHONDRAL_OSSIFICATION","coculture","1.3942450711959e-08","-0.978021978021978"
"WP_ENDOCHONDRAL_OSSIFICATION_WITH_SKELETAL_DYSPLASIAS","coculture","1.3942450711959e-08","-0.978021978021978"
"WP_ENDODERM_DIFFERENTIATION","coculture","1.3942450711959e-08","-0.978021978021978"
"WP_EPO_RECEPTOR_SIGNALING","coculture","1.3942450711959e-08","-0.978021978021978"
"WP_FGFR3_SIGNALING_IN_CHONDROCYTE_PROLIFERATION_AND_TERMINAL_DIFFERENTIATION","coculture","1.3942450711959e-08","-0.978021978021978"
"WP_IL_19_SIGNALING_PATHWAY_MAP","coculture","1.3942450711959e-08","-0.978021978021978"
"WP_IL_26_SIGNALING_PATHWAYS","coculture","1.3942450711959e-08","-0.978021978021978"
"WP_IL_5_SIGNALING_PATHWAY","coculture","1.3942450711959e-08","-0.978021978021978"
"WP_INTEGRATED_CANCER_PATHWAY","coculture","1.3942450711959e-08","-0.978021978021978"
"WP_INTERLEUKIN_11_SIGNALING_PATHWAY","coculture","1.3942450711959e-08","-0.978021978021978"
"WP_INVOLVEMENT_OF_SECRETASE_IN_NEURODEGENERATIVE_DISEASES","coculture","1.3942450711959e-08","-0.978021978021978"
"WP_JAK_STAT_SIGNALING_IN_THE_REGULATION_OF_BETA_CELLS","coculture","1.3942450711959e-08","-0.978021978021978"
"WP_KIT_RECEPTOR_SIGNALING_PATHWAY","coculture","1.3942450711959e-08","-0.978021978021978"
"WP_LEPTIN_SIGNALING_PATHWAY","coculture","1.3942450711959e-08","-0.978021978021978"
"WP_OSTEOBLAST_DIFFERENTIATION_AND_RELATED_DISEASES","coculture","1.3942450711959e-08","-0.978021978021978"
"WP_P38_MAPK_SIGNALING_PATHWAY","coculture","1.3942450711959e-08","-0.978021978021978"
"WP_THYMIC_STROMAL_LYMPHOPOIETIN_TSLP_SIGNALING_PATHWAY","coculture","1.3942450711959e-08","-0.978021978021978"
"WP_THYROID_STIMULATING_HORMONE_TSH_SIGNALING_PATHWAY","coculture","1.3942450711959e-08","-0.978021978021978"
"WP_TRYPTOPHAN_METABOLISM","coculture","1.3942450711959e-08","-0.978021978021978"
"TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_UP","coculture","5.42245943013859e-07","-0.948529411764706"
"SCHEIDEREIT_IKK_INTERACTING_PROTEINS","coculture","8.42411905061373e-07","-0.941176470588235"
"REACTOME_LATE_SARS_COV_2_INFECTION_EVENTS","coculture","3.25287537042097e-06","-0.9375"
"REACTOME_MATURATION_OF_SARS_COV_1_NUCLEOPROTEIN","coculture","3.25287537042097e-06","-0.9375"
"REACTOME_MATURATION_OF_SARS_COV_2_NUCLEOPROTEIN","coculture","3.25287537042097e-06","-0.9375"
"REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS","coculture","3.25287537042097e-06","-0.9375"
"REACTOME_NICOTINAMIDE_SALVAGING","coculture","3.25287537042097e-06","-0.9375"
"REACTOME_NICOTINATE_METABOLISM","coculture","3.25287537042097e-06","-0.9375"
"REACTOME_TRANSLATION_OF_SARS_COV_1_STRUCTURAL_PROTEINS","coculture","3.25287537042097e-06","-0.9375"
"REACTOME_TRANSLATION_OF_SARS_COV_2_STRUCTURAL_PROTEINS","coculture","3.25287537042097e-06","-0.9375"
"GRANDVAUX_IRF3_TARGETS_UP","coculture","1.05848302300272e-05","-0.933085501858736"
"OHGUCHI_LIVER_HNF4A_TARGETS_UP","coculture","1.36655806623078e-05","-0.933823529411765"
"SEMBA_FHIT_TARGETS_UP","coculture","2.08821355933662e-05","-0.930147058823529"
"ZHU_CMV_ALL_UP","coculture","0.00168667948479927","0.992368249904205"
"SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_2","coculture","0.00436684826663371","-0.918819188191882"
"SCHLOSSER_SERUM_RESPONSE_UP","coculture","0.00464897288994354","0.999999590394822"
"ZHU_CMV_24_HR_UP","coculture","0.00547597871217767","0.992425642830527"
"MUELLER_COMMON_TARGETS_OF_AML_FUSIONS_DN","coculture","0.00991307299404979","-0.919117647058823"
"PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_UP","coculture","0.00991307299404979","-0.919117647058823"
"SESTO_RESPONSE_TO_UV_C2","coculture","0.00991307299404979","-0.919117647058823"
"BROWNE_HCMV_INFECTION_12HR_UP","coculture","0.0126845349788837","-0.865671641791045"
"RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_DN","coculture","0.0134663613677388","0.924650245407941"
"RUTELLA_RESPONSE_TO_HGF_DN","coculture","0.0134663613677388","0.929567989176355"
"TSAI_DNAJB4_TARGETS_UP","coculture","0.0336241478713132","-0.766917293233083"
"BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_INFECTION_UP","coculture","0.0547764561955928","0.954274612661678"
"SATO_SILENCED_EPIGENETICALLY_IN_PANCREATIC_CANCER","coculture","0.0691111985580457","-0.915441176470588"
"LEIN_NEURON_MARKERS","coculture","0.0698468214844497","0.999999978476607"
"CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP","coculture","0.0801235502259922","0.965494741025304"
"MARKEY_RB1_CHRONIC_LOF_DN","coculture","0.0808497388834178","0.978467537393334"
"REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION","coculture","0.101589082089765","0.928470406442703"
"BIOCARTA_RANKL_PATHWAY","coculture","0.11362234072054","-0.900369003690037"
"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY","coculture","0.11362234072054","-0.900369003690037"
"PID_PDGFRB_PATHWAY","coculture","0.11362234072054","-0.900369003690037"
"WP_PDGFR_BETA_PATHWAY","coculture","0.11362234072054","-0.900369003690037"
"WP_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY","coculture","0.11362234072054","-0.900369003690037"
"REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING","coculture","0.115868997738647","0.984755057120864"
"XU_HGF_TARGETS_INDUCED_BY_AKT1_6HR","coculture","0.124727412728386","-0.764044943820225"
"SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_UP","coculture","0.130707792632656","0.919651402474943"
"HOSHIDA_LIVER_CANCER_SUBCLASS_S3","coculture","0.158793181763373","0.934844459708233"
"REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION","coculture","0.160115425275324","0.977594525066362"
"YANG_BCL3_TARGETS_UP","coculture","0.161209108414681","0.875257142989137"
"REACTOME_SIGNALING_BY_INTERLEUKINS","coculture","0.16204047793459","0.917398890292857"
"GRESHOCK_CANCER_COPY_NUMBER_UP","coculture","0.167612690840235","0.948115973976382"
"REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS","coculture","0.176302612640967","0.975784894190673"
"DACOSTA_UV_RESPONSE_VIA_ERCC3_UP","coculture","0.191016619525539","0.868794835272785"
"GARY_CD5_TARGETS_DN","coculture","0.199472836428825","0.928440835022539"
"ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_DN","coculture","0.2020402113614","0.953636887553705"
"IIZUKA_LIVER_CANCER_PROGRESSION_G1_G2_UP","coculture","0.208243998957676","-0.885608856088561"
"PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_4","coculture","0.208243998957676","0.987918999754998"
"SENGUPTA_NASOPHARYNGEAL_CARCINOMA_UP","coculture","0.225221830056609","-0.757462686567164"
"TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP","coculture","0.225762001002609","0.793990329824784"
"YAGI_AML_WITH_T_9_11_TRANSLOCATION","coculture","0.2305946941677","0.981321663123818"
"WP_SPINAL_CORD_INJURY","coculture","0.233429962283707","0.985185136796418"
"WP_EGF_EGFR_SIGNALING_PATHWAY","coculture","0.2429578228954","-0.844444444444444"
"CAIRO_HEPATOBLASTOMA_CLASSES_DN","coculture","0.244538864972175","0.968366759004422"
"ZHAN_MULTIPLE_MYELOMA_MF_DN","coculture","0.24844475634798","0.995084095564289"
"ZHOU_TNF_SIGNALING_30MIN","coculture","0.270319518506497","0.943433516815374"
"BROWNE_HCMV_INFECTION_48HR_UP","coculture","0.29511137654968","0.992647058820987"
"PETROVA_PROX1_TARGETS_DN","coculture","0.29511137654968","0.992647058485323"
"WP_TGF_BETA_SIGNALING_PATHWAY","coculture","0.29511137654968","0.977362563502972"
"WHITEFORD_PEDIATRIC_CANCER_MARKERS","coculture","0.296640064496453","0.992599011635663"
"DAUER_STAT3_TARGETS_DN","coculture","0.30964560763183","0.82996736628889"
"HIRSCH_CELLULAR_TRANSFORMATION_SIGNATURE_DN","coculture","0.30964560763183","0.992619632683787"
"KYNG_DNA_DAMAGE_DN","coculture","0.30964560763183","0.975210704787091"
"LEE_LIVER_CANCER_MYC_TGFA_UP","coculture","0.30964560763183","0.981434658974767"
"REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX","coculture","0.30964560763183","0.975868121295992"
"AMIT_EGF_RESPONSE_60_MCF10A","coculture","0.319058399708204","0.981140155302182"
"WP_P53_TRANSCRIPTIONAL_GENE_NETWORK","coculture","0.320010314163439","0.974375183360998"
"APPEL_IMATINIB_RESPONSE","coculture","0.331245464848439","-0.867158671586716"
"BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_B","coculture","0.331245464848439","0.907870542764158"
"ALCALAY_AML_BY_NPM1_LOCALIZATION_DN","coculture","0.361028318933242","0.899444316805781"
"BIOCARTA_EGF_PATHWAY","coculture","0.361028318933242","-0.897058823529412"
"BIOCARTA_GLEEVEC_PATHWAY","coculture","0.361028318933242","-0.897058823529412"
"BIOCARTA_MAPK_PATHWAY","coculture","0.361028318933242","-0.897058823529412"
"BIOCARTA_PDGF_PATHWAY","coculture","0.361028318933242","-0.897058823529412"
"BIOCARTA_TOLL_PATHWAY","coculture","0.361028318933242","-0.897058823529412"
"BIOCARTA_TPO_PATHWAY","coculture","0.361028318933242","-0.897058823529412"
"BROWNE_HCMV_INFECTION_1HR_DN","coculture","0.361028318933242","0.985294117647059"
"FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_DN","coculture","0.361028318933242","-0.897058823529412"
"GROSS_HYPOXIA_VIA_HIF1A_DN","coculture","0.361028318933242","-0.897058823529412"
"HESS_TARGETS_OF_HOXA9_AND_MEIS1_DN","coculture","0.361028318933242","-0.784386617100372"
"IIZUKA_LIVER_CANCER_EARLY_RECURRENCE","coculture","0.361028318933242","0.985294117273957"
"ISHIKAWA_STING_SIGNALING","coculture","0.361028318933242","-0.863468634686347"
"KEGG_LEISHMANIA_INFECTION","coculture","0.361028318933242","-0.897058823529412"
"NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_UP","coculture","0.361028318933242","0.987973651470529"
"OUYANG_PROSTATE_CANCER_PROGRESSION_UP","coculture","0.361028318933242","-0.897058823529412"
"PAL_PRMT5_TARGETS_DN","coculture","0.361028318933242","0.985842834934565"
"PID_FGF_PATHWAY","coculture","0.361028318933242","-0.897058823529412"
"PID_GMCSF_PATHWAY","coculture","0.361028318933242","-0.897058823529412"
"PID_SMAD2_3NUCLEAR_PATHWAY","coculture","0.361028318933242","-0.897058823529412"
"RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_UP","coculture","0.361028318933242","0.899125656208633"
"WP_ANDROGEN_RECEPTOR_NETWORK_IN_PROSTATE_CANCER","coculture","0.361028318933242","-0.897058823529412"
"WP_APOPTOSIS_RELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER","coculture","0.361028318933242","0.985294117646254"
"WP_INTERLEUKIN_1_IL_1_STRUCTURAL_PATHWAY","coculture","0.361028318933242","-0.897058823529412"
"WP_NEUROINFLAMMATION_AND_GLUTAMATERGIC_SIGNALING","coculture","0.361028318933242","-0.897058823529412"
"WP_PDGF_PATHWAY","coculture","0.361028318933242","-0.897058823529412"
"WP_PROLACTIN_SIGNALING_PATHWAY","coculture","0.361028318933242","-0.897058823529412"
"WP_RANKL_RANK_SIGNALING_PATHWAY","coculture","0.361028318933242","-0.897058823529412"
"WP_TGF_BETA_RECEPTOR_SIGNALING","coculture","0.361028318933242","-0.897058823529412"
"WP_TGF_BETA_RECEPTOR_SIGNALING_IN_SKELETAL_DYSPLASIAS","coculture","0.361028318933242","-0.897058823529412"
"WP_TH17_CELL_DIFFERENTIATION_PATHWAY","coculture","0.361028318933242","-0.897058823529412"
"WP_TROP2_REGULATORY_SIGNALING","coculture","0.361028318933242","0.985294117647059"
"REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER","coculture","0.369915169067926","0.97595073179212"
"FOROUTAN_PRODRANK_TGFB_EMT_UP","coculture","0.383109599626162","0.984974564416951"
"FOROUTAN_TGFB_EMT_UP","coculture","0.383109599626162","0.984974564416951"
"HINATA_NFKB_TARGETS_KERATINOCYTE_UP","coculture","0.383109599626162","0.985280585961299"
"WEIGEL_OXIDATIVE_STRESS_RESPONSE","coculture","0.383109599626162","-0.856088560885609"
"REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY","coculture","0.388609544223487","0.982567718100525"
"REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY","coculture","0.388609544223487","0.982567718100525"
"HAN_JNK_SINGALING_UP","coculture","0.432380881927045","-0.792592592592593"
"HOQUE_METHYLATED_IN_CANCER","coculture","0.458036445899024","0.981617647057661"
"KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_UP","coculture","0.458036445899024","0.981617647055927"
"CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN","coculture","0.462348971432045","-0.708955223880597"
"AMIT_EGF_RESPONSE_20_HELA","coculture","0.470859090133631","-0.848708487084871"
"REACTOME_DNA_REPAIR","coculture","0.476990049751244","0.951278763162331"
"BROWNE_HCMV_INFECTION_16HR_UP","coculture","0.482171197724509","0.95538786267755"
"KIM_RESPONSE_TO_TSA_AND_DECITABINE_UP","coculture","0.482171197724509","0.955061366499026"
"MISSIAGLIA_REGULATED_BY_METHYLATION_UP","coculture","0.493486905251611","0.829834582759129"
"UROSEVIC_RESPONSE_TO_IMIQUIMOD","coculture","0.497070462672583","-0.642857142857143"
"CONCANNON_APOPTOSIS_BY_EPOXOMICIN_UP","coculture","0.507670681168162","0.885951855281178"
"BROWNE_HCMV_INFECTION_48HR_DN","coculture","0.511801931648126","0.908135662430226"
"COLDREN_GEFITINIB_RESISTANCE_UP","coculture","0.511801931648126","0.992673992673993"
"DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP","coculture","0.511801931648126","0.977773159849934"
"DESERT_PERIPORTAL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP","coculture","0.511801931648126","0.992673992673993"
"FUJII_YBX1_TARGETS_DN","coculture","0.511801931648126","0.992673992673993"
"GAVIN_FOXP3_TARGETS_CLUSTER_P2","coculture","0.511801931648126","-0.886029411764706"
"JINESH_BLEBBISHIELD_VS_LIVE_CONTROL_UP","coculture","0.511801931648126","0.86882589429957"
"KIM_ALL_DISORDERS_DURATION_CORR_DN","coculture","0.511801931648126","0.952569369566354"
"KYNG_ENVIRONMENTAL_STRESS_RESPONSE_UP","coculture","0.511801931648126","0.97582635537398"
"LI_INDUCED_T_TO_NATURAL_KILLER_DN","coculture","0.511801931648126","-0.886029411764706"
"MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_17","coculture","0.511801931648126","0.992673992673993"
"MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_24","coculture","0.511801931648126","0.992673992673993"
"NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_UP","coculture","0.511801931648126","0.992673992673993"
"REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION","coculture","0.511801931648126","0.976032732612128"
"RORIE_TARGETS_OF_EWSR1_FLI1_FUSION_DN","coculture","0.511801931648126","0.992673992673993"
"VERHAAK_GLIOBLASTOMA_PRONEURAL","coculture","0.511801931648126","0.992673992673993"
"CHICAS_RB1_TARGETS_CONFLUENT","coculture","0.515932497995278","0.802105062093105"
"PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_DN","coculture","0.524444444444444","0.939432393700107"
"WP_ALLOGRAFT_REJECTION","coculture","0.524444444444444","0.938179779764073"
"DIAZ_CHRONIC_MYELOGENOUS_LEUKEMIA_DN","coculture","0.533520506715781","0.903656015766367"
"MIKKELSEN_NPC_HCP_WITH_H3K4ME3_AND_H3K27ME3","coculture","0.535795902013882","0.960586860863329"
"BENPORATH_CYCLING_GENES","coculture","0.543885631384876","0.903146643161282"
"KAUFFMANN_DNA_REPAIR_GENES","coculture","0.543885631384876","0.974580335898945"
"MEBARKI_HCC_PROGENITOR_FZD8CRD_DN","coculture","0.543885631384876","0.920838474529147"
"PID_TGFBR_PATHWAY","coculture","0.543885631384876","0.977941176465976"
"REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY","coculture","0.543885631384876","0.977941176470588"
"WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK","coculture","0.543885631384876","0.974580335898945"
"LIU_CMYB_TARGETS_UP","coculture","0.577738730530609","0.896471078042626"
"TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_DN","coculture","0.584943853427896","0.96673379513026"
"DAVICIONI_MOLECULAR_ARMS_VS_ERMS_DN","coculture","0.625","0.929212448170106"
"NAGASHIMA_EGF_SIGNALING_UP","coculture","0.626501522589893","-0.620300751879699"
"REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER","coculture","0.633215708968164","0.970851025876217"
"REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER","coculture","0.633215708968164","0.970851025876217"
"REACTOME_NUCLEOTIDE_EXCISION_REPAIR","coculture","0.633215708968164","0.970851025876217"
"ROETH_TERT_TARGETS_UP","coculture","0.633215708968164","-0.666666666666667"
"MCDOWELL_ACUTE_LUNG_INJURY_UP","coculture","0.635779935285774","-0.762962962962963"
"JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_DN","coculture","0.646707034703347","-0.759259259259259"
"OSWALD_HEMATOPOIETIC_STEM_CELL_IN_COLLAGEN_GEL_UP","coculture","0.648351648351648","0.837890552382261"
"ABDELMOHSEN_ELAVL4_TARGETS","coculture","0.68832863163503","-0.974358974358974"
"APRELIKOVA_BRCA1_TARGETS","coculture","0.68832863163503","0.985347985347985"
"BIOCARTA_GSK3_PATHWAY","coculture","0.68832863163503","-0.974358974358974"
"BIOCARTA_RNA_PATHWAY","coculture","0.68832863163503","-0.974358974358974"
"BLANCO_MELO_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_A594_CELLS_UP","coculture","0.68832863163503","0.76755812866606"
"CALVET_IRINOTECAN_SENSITIVE_VS_REVERTED_UP","coculture","0.68832863163503","0.985347985347985"
"DARWICHE_SKIN_TUMOR_PROMOTER_DN","coculture","0.68832863163503","0.927875227009088"
"GROSS_HYPOXIA_VIA_ELK3_ONLY_DN","coculture","0.68832863163503","-0.974358974358974"
"HOLLERN_EMT_BREAST_TUMOR_UP","coculture","0.68832863163503","0.985347985347985"
"HONRADO_BREAST_CANCER_BRCA1_VS_BRCA2","coculture","0.68832863163503","0.985347985347985"
"JIANG_AGING_CEREBRAL_CORTEX_UP","coculture","0.68832863163503","0.985347985347985"
"KEGG_MEDICUS_REFERENCE_PKR_EIF2ALPHA_SIGNALING_PATHWAY","coculture","0.68832863163503","-0.974358974358974"
"KOHN_EMT_MESENCHYMAL","coculture","0.68832863163503","0.985347985347985"
"MIKHAYLOVA_OXIDATIVE_STRESS_RESPONSE_VIA_VHL_UP","coculture","0.68832863163503","0.985347985347985"
"MOREAUX_MULTIPLE_MYELOMA_BY_TACI_UP","coculture","0.68832863163503","0.959229831556"
"MULLIGHAN_MLL_SIGNATURE_2_DN","coculture","0.68832863163503","0.88008057053346"
"OHASHI_AURKB_TARGETS","coculture","0.68832863163503","0.985347985347985"
"OLSSON_E2F3_TARGETS_DN","coculture","0.68832863163503","0.985347985347985"
"PID_AURORA_B_PATHWAY","coculture","0.68832863163503","0.985347985347985"
"PID_CASPASE_PATHWAY","coculture","0.68832863163503","0.985347985347985"
